id,name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address,timestamp
52,XRP,XRP,xrp,False,62053900985.0,99985653167.0,100000000000.0,2013-08-04T00:00:00.000Z,1844,6,2026-06-22T05:18:00.000Z,,,,,113548242882.74,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.135645357970382,1093654631.7967691,1093118474.3915496,536157.40521968,31.6203,0.4227733,-0.71704903,-4.04992394,-14.88043891,-19.94012771,-19.45117175,70471224597.56897,3.2012,113564535797.04,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:19:57.308320
5426,Solana,SOL,solana,True,580289924.4409355,628819479.1322082,,2020-04-10T00:00:00.000Z,1141,7,2026-06-22T05:19:00.000Z,,,525236893.3,38857977102.918564,46521204495.88,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",73.98181201396304,2154992381.7867846,2154986264.7921553,6116.99462926,13.3141,0.59561212,1.2579404,4.27974029,-12.26679087,-13.93242212,-17.87995698,42930900103.586105,1.9502,46521204495.88,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:19:57.308320
1958,TRON,TRX,tron,True,94839536586.09816,94839530651.05367,,2017-09-13T00:00:00.000Z,1348,8,2026-06-22T05:19:00.000Z,,,94667886298.43,31041628597.456924,31097910832.68,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.3279003029559743,371826184.90987986,371783824.29982233,42360.61005748,-29.433,0.02216649,0.56301967,2.24474754,-9.26512309,-0.27862622,5.70665859,31097912778.785797,1.4127,31097910832.68,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:19:57.308320
32196,Hyperliquid,HYPE,hyperliquid,False,253257009.79546615,953815084.7948067,953815406.6040194,2024-07-15T10:14:50.000Z,276,9,2026-06-22T05:17:00.000Z,,,333931719.0,22068602701.798107,63034940856.63,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perpetuals']",66.08717125730158,451392554.0557575,385146558.6624487,66245995.3933088,1.41,0.5673499,-4.36777442,1.86686511,19.65763558,60.9982811,73.60357352,16737039378.465075,0.7608,63034962124.09,,2026-06-22T05:17:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,2026-06-22 10:19:57.308320
74,Dogecoin,DOGE,dogecoin,True,170473763126.57907,170473763126.57907,,2013-12-15T00:00:00.000Z,1450,10,2026-06-22T05:18:00.000Z,,,,,14206088722.36,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.08333299190332664,345845174.91066664,345593726.07419956,251448.83646706,5.8673,0.38515382,0.05698935,-5.86794257,-17.81411339,-13.23088174,-10.83448752,14206088722.356838,0.6453,14206088722.36,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:19:57.308320
3957,UNUS SED LEO,LEO,unus-sed-leo,False,920332300.9,985239504.0,,2019-05-21T00:00:00.000Z,69,11,2026-06-22T05:18:00.000Z,,,,,9449517928.07,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",9.591087131303393,379257.59477677,379257.59477677,0.0,21.7005,0.14285144,0.0475955,-1.8532296,-3.68849525,-6.79663958,1.78794767,8826987287.684832,0.401,9449517928.07,,2026-06-22T05:18:00.000Z,1027.0,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-06-22 10:19:57.308320
1437,Zcash,ZEC,zcash,False,16707875.4155448,16707875.4155448,21000000.0,2016-10-29T00:00:00.000Z,625,12,2026-06-22T05:18:00.000Z,,,,,7410930719.8,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",443.55913217429884,425910297.15053326,418721681.76775724,7188615.38277616,22.4459,0.35484726,-4.51490585,-9.01194779,-25.62140504,40.73662945,96.84270161,7410930719.795354,0.3366,9314741775.66,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:19:57.308320
512,Stellar,XLM,stellar,False,33823968990.15962,50001786839.91258,50001806812.0,2014-08-05T00:00:00.000Z,823,13,2026-06-22T05:18:00.000Z,,,31531408660.0,6700657063.618489,10625748750.88,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.21250738068416158,174844711.36111924,174687610.39929578,157100.96182344,12.8889,0.88712887,-0.43254076,12.75700417,47.64270337,21.25549729,29.4250486,7187843054.441127,0.3265,10625752995.09,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:19:57.308320
328,Monero,XMR,monero,True,18768154.80855164,18768154.80855164,,2014-05-21T00:00:00.000Z,370,14,2026-06-22T05:18:00.000Z,,,,,6019059491.48,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",320.70598057609595,89439237.73080651,89439237.73080651,0.0,-6.9453,-0.00677085,0.51213876,-3.96182805,-15.47457946,-12.6587449,-7.76886479,6019059491.480524,0.2734,6019059491.48,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:19:57.308320
37263,Canton,CC,canton-network,True,38858926306.46257,38858926306.46257,,2025-07-08T04:07:45.000Z,104,15,2026-06-22T05:17:00.000Z,,,38858926306.46,5889976463.606101,5889976463.61,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",0.15157331978642286,13974586.00523956,13277120.83181915,697465.17342041,17.4257,0.36748968,-2.24670309,-7.03505301,-3.11389034,0.48813776,3.08569918,5889976463.606491,0.2678,5889976463.61,,2026-06-22T05:17:00.000Z,,,,,,2026-06-22 10:19:57.308320
1,Bitcoin,BTC,bitcoin,False,20046228.0,20046228.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-22T05:20:00.000Z,,,,,1286980002610.72,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",64200.6068478676,18853476356.00037,18839605508.995827,13870847.00454721,11.1806,0.53791895,0.05164952,-2.2472958,-14.88724061,-17.70008053,-8.56866299,1286980002610.7153,58.4623,1348212743805.22,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:20:58.692938
1027,Ethereum,ETH,ethereum,True,120683877.0940639,120683877.0940639,,2015-08-07T00:00:00.000Z,12096,2,2026-06-22T05:19:00.000Z,,,,,209355933247.35,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'anubis-ecosystem']",1734.74649877356,9826630627.081823,9756745922.259243,69884704.82257672,33.8193,0.21888825,0.31234784,0.99678058,-15.95001842,-26.15983536,-18.70286192,209355933247.34598,9.5102,209355933247.35,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:20:58.692938
825,Tether USDt,USDT,tether,True,186436672998.23212,193153431951.95782,,2015-02-25T00:00:00.000Z,186541,3,2026-06-22T05:19:00.000Z,,,,,192918387301.31,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",0.9987831194699686,47778739225.26255,46539583031.05394,1239156194.2085423,14.7328,0.00348908,0.002879,-0.06553485,-0.00894905,-0.12664112,-0.08892939,186209801840.77673,8.4588,192918387301.31,,2026-06-22T05:19:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-06-22 10:20:58.692938
1839,BNB,BNB,bnb,False,134783372.81,134783372.81,134783373.61,2017-07-25T00:00:00.000Z,3281,4,2026-06-22T05:19:00.000Z,,,,,79539335940.14,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",590.1272114050868,831121459.2869684,816945549.7016783,14175909.58529023,5.6887,0.14560593,0.3038803,-4.34105358,-9.10578929,-7.27642723,-5.99358722,79539335940.1375,3.6131,79539336412.24,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:20:58.692938
3408,USDC,USDC,usd-coin,False,74825828633.49374,74825828633.49374,,2018-10-08T00:00:00.000Z,40578,5,2026-06-22T05:18:00.000Z,,,60901219650.23,60887343283.122795,74808779538.69,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9997721496024727,5909062740.849387,4408603719.049715,1500459021.799656,23.952,0.00095824,0.00532678,0.00434824,0.00230362,0.00726996,-0.03323092,74808779538.69429,3.3983,74808779538.69,,2026-06-22T05:18:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-06-22 10:20:58.692938
52,XRP,XRP,xrp,False,62053900985.0,99985653167.0,100000000000.0,2013-08-04T00:00:00.000Z,1844,6,2026-06-22T05:19:00.000Z,,,,,113553202913.14,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.135694965391505,1093966536.3496518,1093416617.4179432,549918.93170856,32.1682,0.42847134,-0.71778526,-4.05034612,-14.85846598,-19.93036044,-19.46132693,70474302931.56746,3.2014,113569496539.15,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:20:58.692938
5426,Solana,SOL,solana,True,580289924.4409355,628819479.1322082,,2020-04-10T00:00:00.000Z,1141,7,2026-06-22T05:20:00.000Z,,,525236893.3,38857979873.98665,46521207813.43,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",73.98181728980737,2154825718.4521146,2154819600.656648,6117.79546635,13.3301,0.61311489,1.25891164,4.27380655,-12.25120733,-13.96293377,-17.86776118,42930903165.105415,1.9502,46521207813.43,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:20:58.692938
1958,TRON,TRX,tron,True,94839536586.09816,94839530651.05367,,2017-09-13T00:00:00.000Z,1348,8,2026-06-22T05:20:00.000Z,,,94667886298.43,31042780283.014698,31099064606.39,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.3279124684917521,371853278.555562,371810937.67986816,42340.87569386,-29.4257,0.02413917,0.56687133,2.24462737,-9.26063792,-0.2787748,5.71414524,31099066552.561283,1.4127,31099064606.39,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:20:58.692938
32196,Hyperliquid,HYPE,hyperliquid,False,253257009.79546615,953815084.7948067,953815406.6040194,2024-07-15T10:14:50.000Z,276,9,2026-06-22T05:18:00.000Z,,,333931719.0,22066851093.986362,63029937708.21,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perpetuals']",66.08192585019563,451326255.2518728,385080259.858564,66245995.3933088,1.4072,0.56827135,-4.37237816,1.84872835,18.99095395,61.25607658,73.50598423,16735710942.346262,0.7602,63029958973.98,,2026-06-22T05:18:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,2026-06-22 10:20:58.692938
74,Dogecoin,DOGE,dogecoin,True,170473763126.57907,170473763126.57907,,2013-12-15T00:00:00.000Z,1450,10,2026-06-22T05:18:00.000Z,,,,,14206088722.36,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.08333299190332664,345845174.91066664,345593726.07419956,251448.83646706,5.8673,0.38515382,0.05698935,-5.86794257,-17.81411339,-13.23088174,-10.83448752,14206088722.356838,0.6453,14206088722.36,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:20:58.692938
3957,UNUS SED LEO,LEO,unus-sed-leo,False,920332300.9,985239504.0,,2019-05-21T00:00:00.000Z,69,11,2026-06-22T05:19:00.000Z,,,,,9447684953.77,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",9.589226696056839,379777.19295001,379777.19295001,0.0,21.8617,0.14061381,0.02975089,-1.8723785,-3.70511122,-6.81763406,1.76725768,8825275069.033695,0.4009,9447684953.77,,2026-06-22T05:19:00.000Z,1027.0,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-06-22 10:20:58.692938
1437,Zcash,ZEC,zcash,False,16707875.4155448,16707875.4155448,21000000.0,2016-10-29T00:00:00.000Z,625,12,2026-06-22T05:19:00.000Z,,,,,7411919379.96,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",443.6183054767423,425895290.08748543,418711224.1758809,7184065.91160462,22.6114,0.38730618,-4.57795417,-9.00930014,-25.60768144,40.78174592,96.84819322,7411919379.9605055,0.3367,9315984415.01,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:20:58.692938
512,Stellar,XLM,stellar,False,33823968990.15962,50001786839.91258,50001806812.0,2014-08-05T00:00:00.000Z,823,13,2026-06-22T05:18:00.000Z,,,31531408660.0,6700657063.618489,10625748750.88,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.21250738068416158,174844711.36111924,174687610.39929578,157100.96182344,12.8889,0.88712887,-0.43254076,12.75700417,47.64270337,21.25549729,29.4250486,7187843054.441127,0.3265,10625752995.09,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:20:58.692938
328,Monero,XMR,monero,True,18768154.80855164,18768154.80855164,,2014-05-21T00:00:00.000Z,370,14,2026-06-22T05:19:00.000Z,,,,,6011915558.92,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",320.32533939783934,89278632.48831804,89278632.48831804,0.0,-7.0433,-0.13373151,0.32348747,-4.08144864,-15.59665814,-12.76883367,-7.8913659,6011915558.920494,0.2731,6011915558.92,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:20:58.692938
37263,Canton,CC,canton-network,True,38858926306.46257,38858926306.46257,,2025-07-08T04:07:45.000Z,104,15,2026-06-22T05:18:00.000Z,,,38858926306.46,5889602649.031226,5889602649.03,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",0.15156369999991803,13973584.27114561,13276119.0977252,697465.17342041,17.4197,0.36054785,-2.25248472,-7.06404239,-3.12659209,0.43194963,3.04473683,5889602649.031616,0.2675,5889602649.03,,2026-06-22T05:18:00.000Z,,,,,,2026-06-22 10:20:58.692938
1,Bitcoin,BTC,bitcoin,False,20046228.0,20046228.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-22T05:20:00.000Z,,,,,1286980002610.72,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",64200.6068478676,18853476356.00037,18839605508.995827,13870847.00454721,11.1806,0.53791895,0.05164952,-2.2472958,-14.88724061,-17.70008053,-8.56866299,1286980002610.7153,58.4623,1348212743805.22,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
1027,Ethereum,ETH,ethereum,True,120683877.0940639,120683877.0940639,,2015-08-07T00:00:00.000Z,12096,2,2026-06-22T05:20:00.000Z,,,,,209417646989.74,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'anubis-ecosystem']",1735.2578656924559,9827859974.350914,9757970277.804066,69889696.5468411,33.8635,0.32383245,0.33915675,1.02147696,-15.87522093,-26.17238462,-18.65662585,209417646989.736,9.513,209417646989.74,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
825,Tether USDt,USDT,tether,True,186436672998.23212,193153431951.95782,,2015-02-25T00:00:00.000Z,186541,3,2026-06-22T05:20:00.000Z,,,,,192943644181.25,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",0.9989138801801817,47786640518.20159,46547636533.352875,1239003984.8487291,14.7397,0.00214019,0.00962163,-0.03765213,0.00177445,-0.12533188,-0.07751716,186234180432.54776,8.4599,192943644181.25,,2026-06-22T05:20:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-06-22 10:21:59.518739
1839,BNB,BNB,bnb,False,134783372.81,134783372.81,134783373.61,2017-07-25T00:00:00.000Z,3281,4,2026-06-22T05:20:00.000Z,,,,,79546080139.09,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",590.1772487265383,831105188.049122,816924925.4829988,14180262.56612294,5.6892,0.16753802,0.31199311,-4.33743845,-9.09024705,-7.27611716,-5.97921462,79546080139.08911,3.6135,79546080611.23,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
3408,USDC,USDC,usd-coin,False,74825828633.49374,74825828633.49374,,2018-10-08T00:00:00.000Z,40578,5,2026-06-22T05:19:00.000Z,,,60901219650.23,60889186490.29824,74811044181.42,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9998024151240177,5914668006.228117,4413238735.770805,1501429270.457301,24.8292,0.002671,0.01398543,0.00566535,0.00488196,0.01827488,-0.00031355,74811044181.42293,3.3984,74811044181.42,,2026-06-22T05:19:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-06-22 10:21:59.518739
